ID	LABEL	SENT	DOC	LABEL	NUM_LABEL
803	1	"There is a pair of jumpers on one side, and a set of 3 or 4 on the<br>other end.  One is labeled, sync , and one CD, and E0 E1 E2.  <br><br>Whhich do I need to short, or disconnect to get drive to operate<br>in slave mode?  Give me a label or ""geographic<br>label, as they have quite a few jumpers, and I don't wanna try the<br>trial and error method... <br><br>I am using IDE. I think this drive is SCSI compatible too. <br><br>Jimmy"	"There is a pair of jumpers on one side, and a set of 3 or 4 on the<br>other end.  One is labeled, sync , and one CD, and E0 E1 E2.  <br><br>Whhich do I need to short, or disconnect to get drive to operate<br>in slave mode?  Give me a label or ""geographic<br>label, as they have quite a few jumpers, and I don't wanna try the<br>trial and error method... <br><br>I am using IDE. I think this drive is SCSI compatible too. <br><br>Jimmy"		
804	1	Thanks in advance.	Thanks in advance.		
805	1	"I just tried a few experiments. I cat'd a 20261-byte file (471 lines)<br>under various scenarios:<br><br>PC-Xview for DOS in a full-screen OS/2 window (1024x768x16):    18 sec<br>Telix (DOS) in an OS/2 window (1024xs768x256):                  107 sec!<br>Telix (DOS) is a full-screen OS/2 window (standard VGA):        11 sec<br>Telix (DOS) in a Windows 3.1 window (1024x768x256):             30 sec<br>UW/WIN in a seamless OS/2 window (1024x768x256):        gave up after 4 min!<br>UW/WIN in Windows 3.1 (1024x768x256):           faster, but gave up after 2 min<br>UW/WIN in a seamless OS/2 window using pg       30 sec, could have been a<br>                                                little faster (I had to keep<br>                                                hitting the space bar)<br><br>I was using an ATI Wonder XL video card, by the way.<br><br>So PC-Xview for DOS looks pretty good (and the line-by-line scrolling<br>in OS/2 desktop looks pathetic, although full-page redraws are pretty<br>good).<br><br>I tried it under PC-Xview using my normal (9x15bold or 10x20) font,<br>and with a very small font, and there was no difference in the times.<br>The modem receive light was on pretty solidly, so it looks like the<br>bottleneck was the 9600-baud modem, not the screen drawing.<br>"	"I just tried a few experiments. I cat'd a 20261-byte file (471 lines)<br>under various scenarios:<br><br>PC-Xview for DOS in a full-screen OS/2 window (1024x768x16):    18 sec<br>Telix (DOS) in an OS/2 window (1024xs768x256):                  107 sec!<br>Telix (DOS) is a full-screen OS/2 window (standard VGA):        11 sec<br>Telix (DOS) in a Windows 3.1 window (1024x768x256):             30 sec<br>UW/WIN in a seamless OS/2 window (1024x768x256):        gave up after 4 min!<br>UW/WIN in Windows 3.1 (1024x768x256):           faster, but gave up after 2 min<br>UW/WIN in a seamless OS/2 window using pg       30 sec, could have been a<br>                                                little faster (I had to keep<br>                                                hitting the space bar)<br><br>I was using an ATI Wonder XL video card, by the way.<br><br>So PC-Xview for DOS looks pretty good (and the line-by-line scrolling<br>in OS/2 desktop looks pathetic, although full-page redraws are pretty<br>good).<br><br>I tried it under PC-Xview using my normal (9x15bold or 10x20) font,<br>and with a very small font, and there was no difference in the times.<br>The modem receive light was on pretty solidly, so it looks like the<br>bottleneck was the 9600-baud modem, not the screen drawing.<br>"		
806	1	"Would whomever posted the article detailing where to connect the wires please re-post?<br><br>Specifically, I need to know where to connect wires from the PC speaker to the SB card."	"Would whomever posted the article detailing where to connect the wires please re-post?<br><br>Specifically, I need to know where to connect wires from the PC speaker to the SB card."		
807	1	" Not according to Nanao. The 550i will not do better than 60Hz<br> at 1280x1024. BTW, Gateway told me the same thing.<br><br><br>-- <br>Phil"	" Not according to Nanao. The 550i will not do better than 60Hz<br> at 1280x1024. BTW, Gateway told me the same thing.<br><br><br>-- <br>Phil"		
808	0	"   : The key issue that I bought my BJ-200 on was ink drying speed.  You really <br>   : have to try awful hard to get the BJ-200 ink to smear.  The HP DeskJets need <br>   : 10-15 seconds to completely dry.  In both cases, however, do not get your <br>   : pages wet.  Unlike laser printers, the material on your pages is INK, not <br>   : toner.  But that should go without saying.<br><br>   I think the ink now used in the DeskJet family is water-fast. <br><br>I've had pictures ruined by a few drops of rain. These were colour pictures<br>from a DeskJet 500C. Mind you, it could have been acid rain:-)<br><br>I use a BJ10ex. Ink dries fast, but it really doesn't like getting wet.<br>"	"   : The key issue that I bought my BJ-200 on was ink drying speed.  You really <br>   : have to try awful hard to get the BJ-200 ink to smear.  The HP DeskJets need <br>   : 10-15 seconds to completely dry.  In both cases, however, do not get your <br>   : pages wet.  Unlike laser printers, the material on your pages is INK, not <br>   : toner.  But that should go without saying.<br><br>   I think the ink now used in the DeskJet family is water-fast. <br><br>I've had pictures ruined by a few drops of rain. These were colour pictures<br>from a DeskJet 500C. Mind you, it could have been acid rain:-)<br><br>I use a BJ10ex. Ink dries fast, but it really doesn't like getting wet.<br>"		
809	0	"As far as the robustness of the file system, it seems to be very fast, and<br>I have yet to have a single problem with it.  That doesn't prove it's better<br>than the FAT system though.  Read the book 'Inside Windows NT,' it will give<br>you all the info you're looking for.<br><br>  Scott<br><br><br>-- "	"As far as the robustness of the file system, it seems to be very fast, and<br>I have yet to have a single problem with it.  That doesn't prove it's better<br>than the FAT system though.  Read the book 'Inside Windows NT,' it will give<br>you all the info you're looking for.<br><br>  Scott<br><br><br>-- "		
810	0	"What`s happening appears as a graphics problem with File Manager.  I've<br>added some menubar buttons but there appears to be a gray boxed region<br>that covers the top 2/3'rds of the button row.  <br><br>These buttons are in a row below the pulldown menus.  the pulldown menus<br>look fine, and the disk label region looks fine, but you only see the bottom<br>few pixels of the task buttons.<br><br>Anyone else experience this?<br><br>Thanks. "	"What`s happening appears as a graphics problem with File Manager.  I've<br>added some menubar buttons but there appears to be a gray boxed region<br>that covers the top 2/3'rds of the button row.  <br><br>These buttons are in a row below the pulldown menus.  the pulldown menus<br>look fine, and the disk label region looks fine, but you only see the bottom<br>few pixels of the task buttons.<br><br>Anyone else experience this?<br><br>Thanks. "		
811	0	"<br><br><br><br><br>Rob,<br><br>their e-mail adress is support@asymetrix.com<br><br>I've heard V.2.0 is in beta.<br><br>have a look at bitserv.list.toolb-l - which is a toolbook list."	"<br><br><br><br><br>Rob,<br><br>their e-mail adress is support@asymetrix.com<br><br>I've heard V.2.0 is in beta.<br><br>have a look at bitserv.list.toolb-l - which is a toolbook list."		
812	0	"Just a thought on resources,  It is very important if you do use a<br>multiplatform toolkit to check on how it uses resources.  I have<br>used Glockenspeil commonview under Motif and OS2.  I wrote a resource<br>converter from OS2 to Motif, but it really wasn't too easy, especially<br>the naming scheme. In Motif you cannot rename controls/widgets.<br>With windows you can call the OK button ID_OK in every instance,<br>this doesn't work for Motif, you'd have to call it Dialog1_OK,<br>and Motif expects a text string rather than a number.  So <br>your constructor should know how to convert a #define into the<br>proper resource identifier.<br>I'd check on how the toolkit expects names, and that if it does<br>use resources, that is uses resources for all platforms you intend to<br>port to. ( By the way, I would never use CommonView or Glockenspiel<br>for anything ) <br><br><br><br>Alex.<br><br>"	"Just a thought on resources,  It is very important if you do use a<br>multiplatform toolkit to check on how it uses resources.  I have<br>used Glockenspeil commonview under Motif and OS2.  I wrote a resource<br>converter from OS2 to Motif, but it really wasn't too easy, especially<br>the naming scheme. In Motif you cannot rename controls/widgets.<br>With windows you can call the OK button ID_OK in every instance,<br>this doesn't work for Motif, you'd have to call it Dialog1_OK,<br>and Motif expects a text string rather than a number.  So <br>your constructor should know how to convert a #define into the<br>proper resource identifier.<br>I'd check on how the toolkit expects names, and that if it does<br>use resources, that is uses resources for all platforms you intend to<br>port to. ( By the way, I would never use CommonView or Glockenspiel<br>for anything ) <br><br><br><br>Alex.<br><br>"		
813	0	" It's in Las Vegas (as always) between November 16th and 20th.<br> <br> For more information contact: The Interface Group<br>          300 First Avenue<br>          Needham, MA  02194-2722<br><br> Sorry, no phone number available. Consult directory service<br> in Massachusetts for the number (617, 508 or 413).<br><br> -- Willy"	" It's in Las Vegas (as always) between November 16th and 20th.<br> <br> For more information contact: The Interface Group<br>          300 First Avenue<br>          Needham, MA  02194-2722<br><br> Sorry, no phone number available. Consult directory service<br> in Massachusetts for the number (617, 508 or 413).<br><br> -- Willy"		
814	1	"IDE also uses DMA techniques.  I believe floppy controller also uses DMA,<br>and most A/D boards also use DMA.  DMA is no big deal, and has nothing to<br>do directly with SCSI.<br><br><br>You can thank your software for that.  If DOS had a few more brains, it<br>could format floppies etc. while you were doing something else.  The<br>hardware will support it, but DOS (at least) won't.  Again, this has   <br>nothing to do with SCSI.<br><br><br>And if you stick with DOS you'll wonder why you can't multitask."	"IDE also uses DMA techniques.  I believe floppy controller also uses DMA,<br>and most A/D boards also use DMA.  DMA is no big deal, and has nothing to<br>do directly with SCSI.<br><br><br>You can thank your software for that.  If DOS had a few more brains, it<br>could format floppies etc. while you were doing something else.  The<br>hardware will support it, but DOS (at least) won't.  Again, this has   <br>nothing to do with SCSI.<br><br><br>And if you stick with DOS you'll wonder why you can't multitask."		
815	0	<br>It depends on what you are running.  We had to increase our swap<br>file (I think it is now 20MB) when some applications couldn't<br>run without *everything* else closed.<br>	<br>It depends on what you are running.  We had to increase our swap<br>file (I think it is now 20MB) when some applications couldn't<br>run without *everything* else closed.<br>		
